latitude,longitude,elevation_masl,farm_area_hectares,slope_degrees,shade_coverage_pct,variety,plant_density_per_ha,irrigation_type,plant_age_months,plant_height_cm,trunk_diameter_cm,number_of_branches,leaf_count,bbch_stage,monthly_temp_min_c,monthly_temp_max_c,monthly_temp_avg_c,monthly_rainfall_mm,monthly_relative_humidity_pct,monthly_solar_radiation_mj_m2,monthly_wind_speed_ms,monthly_gdd,monthly_vpd_kpa,soil_pH,soil_organic_matter_pct,soil_nitrogen_pct,soil_phosphorus_mg_per_100g,soil_potassium_mg_per_100g,soil_cec_meq_per_100g,soil_moisture_pct,soil_bulk_density_g_cm3,bean_screen_size,bean_moisture_pct,bean_defect_count_per_300g,bean_count_per_100g,quality_score,caffeine_content_pct,cherry_yield_kg,environmental_stress_index
15.776451,121.892372,446,1.17,11.4,36.1,Robusta Liberica,2168,Rainfed,22.8,139.1,5.2,6,275,7,21.4,28.6,24.6,300.0,77.1,563.6,4.1,437.53,0.71,4.84,1.5,0.1,2.0,68.4,15.1,25.4,0.94,14.8,10.8,0,382,98.0,1.47,0.0,0.12
16.185888,122.023746,455,0.95,15.6,33.4,Robusta S795,1688,Rainfed,79.9,242.1,12.8,31,800,7,22.6,30.2,27.0,96.2,63.6,595.3,2.9,508.59,1.3,5.22,1.5,0.1,7.3,115.4,14.8,17.1,1.26,17.5,10.9,0,373,98.0,2.34,20.35,0.029
14.831023,121.040679,770,1.99,24.2,49.7,Robusta Canephora,2042,Sprinkler,28.2,158.9,6.3,9,354,3,17.9,25.0,22.0,192.7,90.7,301.2,3.3,360.0,0.25,5.11,6.0,0.31,11.9,16.4,29.7,28.1,1.12,16.2,11.6,0,339,98.0,2.12,1.01,0.25
16.101533,120.596289,375,1.13,23.7,40.1,Robusta Canephora,1655,Rainfed,80.9,187.2,10.0,25,774,5,23.8,32.3,28.2,4.4,58.7,418.2,3.7,547.44,1.58,4.96,4.87,0.243,2.0,72.1,24.1,26.7,1.05,17.3,9.2,0,351,98.0,1.88,15.01,0.181
15.508716,120.759591,558,0.52,15.7,45.1,Robusta S795,1872,Sprinkler,54.7,222.0,9.7,20,667,1,21.2,28.2,24.3,189.0,68.5,447.6,1.1,429.59,0.96,5.35,3.09,0.148,13.0,58.5,21.4,23.8,1.26,16.5,11.6,0,343,98.0,1.91,9.41,0.135
15.236348,122.362685,749,2.77,11.7,22.1,Robusta Canephora,2105,Drip,26.2,138.8,5.4,7,300,2,19.4,29.1,24.3,150.6,66.3,446.4,2.2,427.99,1.02,5.67,1.5,0.1,6.5,100.5,15.9,27.9,1.19,17.2,10.1,0,335,98.0,1.93,0.72,0.135
15.295228,122.020959,604,0.78,18.0,41.3,Robusta Liberica,2185,Rainfed,23.1,110.3,4.5,6,236,7,23.9,33.1,28.8,26.9,54.8,527.6,4.0,563.83,1.79,5.39,1.95,0.104,13.3,51.7,17.4,29.7,1.26,16.2,11.7,0,315,98.0,2.31,0.0,0.188
15.410085,120.68965,585,1.8,7.7,40.4,Robusta Canephora,2356,Rainfed,23.5,154.9,6.1,8,325,8,20.3,28.9,25.3,196.7,62.3,357.6,7.6,459.32,1.22,5.47,4.16,0.217,2.0,51.3,25.6,29.0,1.2,17.4,11.9,0,367,98.0,2.54,0.0,0.085
15.671057,121.821607,585,2.76,8.6,34.0,Robusta Liberica,1500,Rainfed,28.7,149.5,6.0,8,340,7,20.8,29.9,25.7,239.0,77.9,484.7,2.6,472.31,0.73,5.21,1.5,0.1,4.2,105.1,12.2,23.6,1.25,13.8,9.9,0,352,98.0,1.51,1.38,0.065
15.971547,122.337042,262,0.51,5.8,36.0,Robusta S795,1576,Rainfed,52.8,198.7,9.2,18,627,8,23.7,32.2,27.4,385.2,78.5,515.4,2.4,521.77,0.78,4.93,1.5,0.1,3.4,80.1,16.1,24.5,1.23,14.5,11.1,0,300,98.0,2.66,8.37,0.02
14.953787,120.932014,289,1.19,22.2,23.1,Robusta Canephora,1936,Rainfed,75.9,169.2,9.0,22,683,2,26.7,33.6,30.4,298.4,81.7,514.8,1.9,611.81,0.79,5.39,5.27,0.25,5.6,42.0,29.3,23.6,0.96,18.0,11.6,0,370,98.0,2.41,13.54,0.17
14.925817,120.993031,653,2.89,17.2,38.3,Robusta S795,1874,Rainfed,57.5,200.8,9.3,19,649,6,24.0,32.3,27.6,12.2,56.7,575.0,1.1,526.56,1.59,4.7,1.5,0.1,2.0,60.5,15.6,20.4,1.12,16.0,10.5,0,304,98.0,2.65,10.09,0.143
15.053015,121.338321,204,1.27,19.8,35.1,Robusta Liberica,1870,Rainfed,46.0,185.0,7.7,14,505,6,25.1,32.8,28.1,62.7,54.2,527.0,1.9,544.24,1.75,5.18,5.39,0.269,13.6,49.6,29.7,25.8,0.9,16.6,11.1,1,337,98.0,1.74,6.62,0.117
14.662334,122.020098,575,0.73,23.1,49.6,Robusta Liberica,1555,Drip,56.3,203.0,9.2,19,636,7,20.1,27.6,23.4,109.2,79.5,466.4,1.9,401.53,0.59,5.18,2.3,0.112,2.2,18.7,17.6,28.1,0.94,17.4,9.8,0,318,98.0,2.08,9.94,0.196
15.201483,122.214735,476,0.81,24.0,36.8,Robusta Canephora,1809,Rainfed,57.6,202.2,9.2,19,641,3,23.7,31.2,26.9,0.1,77.1,590.2,3.8,508.11,0.81,4.95,2.22,0.12,8.3,30.2,17.6,25.4,0.9,13.4,10.2,0,344,98.0,1.98,9.78,0.13
16.248477,122.277645,610,0.95,13.5,42.3,Robusta Canephora,2068,Rainfed,57.8,152.1,7.0,14,491,3,19.8,28.4,23.6,307.5,64.5,478.4,1.9,407.35,1.03,5.22,1.5,0.1,9.1,41.3,12.1,21.0,1.11,16.1,11.8,1,313,98.0,1.89,8.3,0.17
16.000947,121.512112,201,1.59,7.6,42.3,Robusta Canephora,2201,Rainfed,83.0,207.7,11.7,30,800,6,27.6,35.3,30.6,4.7,56.2,607.4,3.4,616.95,1.92,5.38,1.5,0.1,5.5,33.2,14.7,25.3,1.2,15.3,11.4,1,366,98.0,2.42,17.42,0.3
15.175542,120.662011,628,1.83,24.9,35.7,Robusta Liberica,1521,Rainfed,40.7,170.2,7.2,12,453,3,24.3,31.1,27.7,87.8,61.4,650.5,2.2,529.56,1.43,4.71,1.52,0.1,2.2,62.8,17.6,22.3,1.43,14.6,11.7,0,338,98.0,2.23,3.78,0.072
14.76101,121.598772,522,1.87,24.8,30.8,Robusta S795,2139,Drip,15.5,138.2,5.1,5,242,5,21.8,31.0,26.5,210.4,70.6,577.1,1.9,494.08,1.02,5.32,3.45,0.167,7.5,33.1,20.2,18.1,1.12,15.6,11.7,0,365,98.0,2.14,0.0,0.025
14.684319,121.05581,716,1.71,19.9,29.7,Robusta Liberica,1580,Drip,62.5,193.2,9.1,20,647,8,18.3,27.5,22.9,32.8,60.6,615.3,2.4,385.86,1.1,4.5,1.5,0.1,11.1,76.8,16.0,26.7,1.2,16.2,11.4,1,341,98.0,1.95,10.01,0.297
15.089532,121.664668,540,2.11,11.3,29.4,Robusta Liberica,2377,Rainfed,75.1,182.2,9.4,22,717,8,21.7,31.1,26.5,187.3,95.0,456.7,1.5,494.63,0.17,5.38,3.58,0.168,7.2,54.4,20.5,21.9,1.22,17.3,11.5,0,345,98.0,1.36,13.82,0.025
14.922284,121.112694,539,2.18,22.2,49.1,Robusta Canephora,1669,Drip,48.8,202.3,8.3,16,547,1,25.3,33.6,30.0,11.3,67.6,444.8,4.4,600.23,1.38,5.42,2.18,0.1,7.2,58.2,16.1,15.9,0.9,17.3,10.8,0,349,98.0,1.58,7.66,0.264
16.324676,121.86857,792,1.14,19.8,33.1,Robusta Liberica,2160,Drip,54.8,201.7,9.2,19,634,1,25.3,33.1,29.0,580.1,82.8,577.7,3.9,570.06,0.69,5.71,1.7,0.1,3.6,42.2,17.1,14.2,1.1,16.9,11.4,0,450,98.0,2.38,9.74,0.1
15.751737,122.111349,305,0.84,22.9,31.6,Robusta Liberica,1779,Rainfed,37.2,190.9,7.8,13,481,7,25.2,32.3,28.8,259.9,74.2,450.0,1.0,563.74,1.02,4.86,2.09,0.108,2.0,31.8,16.5,27.2,1.12,15.0,11.6,0,330,98.0,1.9,4.68,0.09
15.408316,122.129315,702,1.77,25.0,40.2,Robusta Canephora,1557,Rainfed,41.1,193.5,7.6,13,474,0,18.8,26.9,23.6,17.3,55.8,501.2,1.4,408.8,1.29,5.42,2.1,0.111,2.5,123.2,15.3,26.4,1.06,17.3,10.8,0,385,98.0,2.06,5.05,0.278
16.447538,121.869952,704,0.52,8.8,27.0,Robusta S795,1548,Rainfed,47.0,180.4,7.6,14,498,6,21.7,30.8,26.2,244.3,71.5,551.9,8.1,484.59,0.97,4.92,1.5,0.1,12.6,60.1,17.5,21.9,1.36,17.0,10.6,0,300,98.0,2.53,6.11,0.04
15.567255,120.804048,779,2.06,17.5,21.8,Robusta S795,1794,Rainfed,53.2,183.8,8.1,16,554,7,22.9,31.9,27.5,29.8,62.0,518.7,2.1,524.38,1.4,5.38,2.01,0.1,3.5,32.2,17.1,28.4,1.02,13.8,11.2,0,345,98.0,2.29,7.89,0.12
14.980924,122.215454,212,2.16,8.6,24.2,Robusta Liberica,2314,Drip,52.9,177.8,7.7,15,523,7,25.8,33.3,29.7,56.7,56.2,668.5,5.5,590.76,1.83,5.26,2.62,0.127,6.7,69.4,16.8,31.5,0.9,17.3,12.0,0,359,98.0,2.19,7.8,0.203
15.975357,122.308543,249,1.61,17.0,25.3,Robusta S795,1661,Rainfed,42.8,203.2,8.4,15,530,7,17.5,25.5,22.3,190.0,77.1,454.9,1.7,367.73,0.62,5.02,1.5,0.1,2.0,64.9,14.3,22.2,1.12,18.1,10.4,0,401,98.0,1.56,5.39,0.235
16.133959,121.79501,651,0.68,23.0,33.3,Robusta Liberica,2402,Rainfed,27.9,169.3,6.7,9,377,8,25.3,31.6,28.4,90.4,44.9,478.2,3.8,553.12,2.14,5.4,1.53,0.1,7.3,73.7,13.3,29.0,1.08,14.2,10.5,0,372,98.0,1.63,1.03,0.105
16.053491,122.413883,495,0.98,9.5,20.0,Robusta Canephora,2058,Rainfed,49.6,181.5,8.0,15,534,6,23.0,30.3,27.2,387.9,67.5,442.2,1.7,515.19,1.17,4.99,1.5,0.1,3.9,49.2,17.3,26.3,1.06,14.4,11.9,0,342,98.0,2.02,7.74,0.01
15.625159,121.110854,602,2.97,23.5,36.4,Robusta S795,2417,Rainfed,28.5,162.3,6.3,9,354,3,19.7,28.6,23.7,15.0,54.6,526.9,2.4,410.54,1.33,5.38,1.5,0.1,2.9,42.3,14.8,21.9,0.95,16.6,12.2,0,298,98.0,2.63,1.59,0.275
14.660266,121.643307,334,2.86,22.5,43.9,Robusta Liberica,1592,Rainfed,56.3,191.8,8.4,17,579,7,21.7,30.6,26.2,7.0,61.3,461.0,1.0,485.16,1.32,5.32,2.17,0.104,18.7,86.3,15.2,23.3,1.31,13.0,10.3,1,284,98.0,1.98,7.69,0.158
16.342277,122.489769,347,2.75,16.5,43.2,Robusta Liberica,2063,Rainfed,31.9,168.2,7.1,11,411,8,20.6,29.3,25.3,0.7,54.2,507.0,3.2,460.2,1.48,5.23,1.5,0.1,8.8,56.1,15.7,27.0,1.13,16.6,10.5,0,310,98.0,2.04,2.61,0.209
15.309074,121.735964,790,0.75,24.4,33.8,Robusta Canephora,2272,Drip,40.7,204.8,8.5,15,536,6,23.0,31.7,27.4,312.4,84.5,484.3,6.0,521.19,0.57,4.56,3.55,0.166,3.4,43.7,19.7,25.2,1.42,15.9,10.4,0,350,98.0,1.77,5.97,0.02
15.014391,121.514614,318,2.84,6.2,22.3,Robusta Canephora,1894,Rainfed,44.6,186.8,7.4,13,483,7,23.1,32.1,27.5,169.2,65.9,561.8,0.8,526.03,1.25,5.29,1.97,0.113,3.9,24.0,16.0,33.5,0.9,16.5,11.5,0,359,98.0,1.93,5.55,0.025
15.461446,121.995409,309,0.76,13.9,23.9,Robusta S795,2296,Rainfed,33.4,180.3,7.2,11,427,3,25.8,33.7,29.6,427.8,85.9,608.6,1.4,588.49,0.59,5.41,3.64,0.166,2.0,49.2,23.5,24.2,1.36,14.7,9.6,1,379,98.0,2.16,2.76,0.13
15.52523,122.393731,507,2.41,12.1,49.8,Robusta Liberica,1904,Rainfed,23.9,140.2,5.8,7,308,8,21.4,30.4,25.4,14.7,57.5,563.2,3.9,460.7,1.38,5.59,1.5,0.1,6.3,41.6,13.0,29.6,1.02,15.1,11.8,0,351,98.0,2.43,0.0,0.19
14.883192,121.609809,283,1.08,18.0,36.4,Robusta Canephora,2076,Rainfed,63.4,200.4,9.6,21,683,1,17.7,25.4,22.1,28.1,62.1,528.8,10.2,364.03,1.01,4.96,2.09,0.109,6.2,74.3,20.9,20.7,0.92,14.1,11.0,1,356,98.0,1.75,10.98,0.342
16.154667,120.768585,447,1.12,21.6,24.3,Robusta Canephora,2001,Rainfed,39.6,129.5,5.6,9,350,3,22.8,31.8,27.6,526.1,85.6,612.8,1.2,528.23,0.53,5.02,2.52,0.137,2.0,73.9,19.7,24.0,1.22,17.0,11.1,0,333,98.0,1.93,3.48,0.03
15.380503,122.253776,692,1.35,9.9,39.9,Robusta S795,2196,Rainfed,17.2,119.4,4.4,5,210,7,20.2,28.3,24.8,1.1,52.1,636.2,2.3,445.35,1.5,4.74,1.5,0.1,2.0,48.3,14.5,22.6,1.13,15.4,10.7,0,377,98.0,2.12,0.0,0.234
14.605553,120.704283,351,2.09,24.0,48.3,Robusta Liberica,1665,Rainfed,37.6,163.5,6.8,11,417,7,24.7,33.4,28.6,5.3,74.7,497.3,1.7,558.94,0.99,4.98,3.52,0.182,12.1,95.3,22.6,24.7,1.5,15.3,11.1,0,343,98.0,2.65,4.33,0.2
15.69519,120.593434,319,2.22,23.6,45.4,Robusta S795,1656,Rainfed,40.3,154.0,6.1,10,380,8,28.6,35.3,31.7,128.5,82.3,463.2,6.8,650.03,0.83,4.95,1.96,0.1,2.5,74.9,17.9,23.7,0.9,15.0,10.3,0,320,98.0,2.14,3.44,0.235
14.758936,121.385891,326,2.02,24.8,39.3,Robusta Liberica,1851,Rainfed,61.0,184.8,8.7,19,619,6,23.8,31.9,27.8,3.4,69.8,498.9,2.6,535.0,1.13,5.24,1.5,0.1,8.9,150.0,18.8,26.6,0.9,13.0,13.0,0,330,98.0,2.48,9.89,0.162
15.306684,122.049476,727,1.97,15.0,32.1,Robusta Liberica,2138,Rainfed,68.1,193.5,9.7,22,707,8,19.9,28.3,24.4,11.1,66.0,558.1,2.2,433.1,1.04,4.83,1.5,0.1,2.4,53.9,17.3,19.0,1.32,14.5,11.0,0,324,98.0,1.83,13.0,0.244
16.182164,121.322367,368,0.92,10.3,30.4,Robusta S795,1780,Rainfed,62.3,196.7,9.0,19,644,1,22.3,30.8,26.2,552.9,82.0,492.1,1.5,486.8,0.61,5.35,2.18,0.1,7.4,41.0,19.7,23.8,1.07,16.1,11.7,0,327,98.0,1.98,10.79,0.04
15.194141,120.854003,583,1.74,17.3,31.9,Robusta Liberica,1972,Rainfed,22.7,137.7,5.4,7,283,3,21.5,28.8,24.9,430.4,58.1,442.9,1.5,447.62,1.32,5.31,2.41,0.142,3.2,16.4,20.6,30.7,1.21,17.9,10.1,0,311,98.0,2.17,0.0,0.105
16.197588,122.498888,768,1.43,13.2,23.4,Robusta Liberica,2055,Rainfed,66.5,196.5,9.3,21,684,8,23.7,32.4,27.7,325.5,91.4,545.8,3.6,531.82,0.32,5.02,2.76,0.136,2.1,51.2,19.2,31.2,1.1,13.2,11.0,0,372,98.0,2.16,12.65,0.035
14.764528,121.250611,443,0.83,12.7,36.4,Robusta S795,1693,Sprinkler,48.2,205.9,8.5,16,565,3,23.6,31.6,26.9,121.5,72.3,494.1,1.1,506.96,0.98,5.19,2.17,0.101,3.6,41.3,16.6,33.1,1.02,15.9,10.7,0,335,98.0,2.35,6.98,0.009
15.673666,122.137166,610,2.73,17.2,38.4,Robusta Liberica,1675,Rainfed,16.7,114.4,4.3,4,208,7,20.5,29.0,25.1,3.1,57.8,392.4,4.6,453.54,1.35,5.31,1.94,0.118,3.9,69.3,18.7,25.6,1.22,16.6,12.3,1,338,97.8,2.02,0.0,0.217
15.169762,121.749599,549,2.79,10.4,26.5,Robusta S795,2447,Rainfed,47.8,212.6,9.3,17,616,6,22.1,29.9,26.5,374.5,74.9,586.0,0.9,495.18,0.87,5.13,1.5,0.1,8.6,46.6,13.6,25.8,1.21,18.6,11.2,0,311,98.0,1.87,8.36,0.025
15.45041,121.73363,471,1.05,19.6,22.0,Robusta Liberica,2433,Rainfed,69.1,181.5,9.3,21,686,0,21.6,29.6,25.4,79.5,55.5,419.3,2.0,463.49,1.45,5.57,2.98,0.144,2.0,37.8,20.0,32.1,0.93,15.2,10.6,0,301,98.0,1.62,11.89,0.126
15.514992,120.833288,762,2.46,16.5,30.2,Robusta Liberica,2091,Drip,72.5,178.8,9.1,21,680,7,20.0,28.6,24.5,420.8,78.7,420.9,1.1,436.1,0.66,4.78,1.5,0.1,6.5,32.9,13.7,11.1,1.13,14.3,11.5,1,360,98.0,2.01,12.28,0.125
14.862537,121.265135,437,2.03,7.2,20.6,Robusta Canephora,1851,Rainfed,19.4,128.0,4.7,5,234,5,25.2,33.5,29.5,1.7,56.3,423.4,3.5,584.0,1.8,4.94,2.12,0.108,10.6,53.4,17.5,25.9,1.11,14.6,10.6,0,377,96.1,1.59,0.0,0.248
15.814069,122.128812,224,1.7,20.4,26.8,Robusta Canephora,2303,Sprinkler,70.3,218.9,11.2,26,800,5,25.9,34.5,29.6,141.0,75.9,468.9,1.4,587.8,1.0,5.4,4.49,0.235,6.8,59.7,25.5,25.4,1.5,15.5,10.3,1,302,98.0,2.26,15.1,0.13
15.399636,121.339731,583,2.51,13.3,39.7,Robusta Liberica,2150,Rainfed,46.5,200.5,8.3,15,546,3,23.6,32.2,27.6,43.4,52.9,488.9,2.9,527.53,1.74,4.98,1.9,0.1,11.9,83.5,16.0,33.5,1.1,17.8,11.0,0,347,98.0,2.3,6.26,0.112
16.235999,121.723228,224,0.96,18.8,22.5,Robusta S795,2307,Drip,47.7,197.7,7.9,15,526,7,22.1,31.2,27.0,693.5,73.2,347.7,1.9,509.9,0.96,5.03,2.11,0.112,5.4,42.5,16.1,30.0,0.98,15.3,11.5,0,397,98.0,2.19,7.67,0.0
16.143322,120.885344,712,1.13,24.0,46.5,Robusta Canephora,1658,Sprinkler,24.1,153.9,5.9,8,320,7,21.9,29.5,26.2,287.1,61.2,616.9,2.1,486.8,1.32,5.77,2.35,0.129,3.5,62.5,21.2,30.5,0.98,15.9,10.6,0,349,98.0,2.16,0.0,0.04
15.611579,121.588742,339,2.35,8.8,41.4,Robusta Liberica,1682,Drip,25.6,138.2,5.6,7,303,3,21.3,28.1,24.8,69.7,45.3,536.7,1.9,443.41,1.71,4.78,1.5,0.1,6.5,73.5,17.9,28.5,1.16,13.0,10.9,0,353,98.0,2.41,0.0,0.165
16.064813,122.424024,748,2.73,9.3,39.0,Robusta Canephora,2258,Rainfed,26.9,179.1,7.0,10,391,7,23.6,31.6,28.3,330.1,77.2,525.4,3.3,548.54,0.88,5.21,1.5,0.1,7.1,68.6,18.3,19.5,1.29,18.3,12.2,0,367,98.0,2.19,1.13,0.065
15.656496,121.686012,647,2.2,23.5,36.8,Robusta Canephora,2263,Rainfed,55.1,193.3,9.0,18,623,3,21.3,29.4,26.2,25.0,51.2,545.9,2.7,485.62,1.66,4.95,1.5,0.1,3.5,51.0,17.8,19.5,1.11,16.6,11.4,1,362,98.0,2.45,9.04,0.14
15.927056,120.874099,348,2.05,6.4,35.3,Robusta S795,2000,Drip,39.7,176.1,7.5,13,469,7,24.4,32.1,28.9,207.8,84.1,513.5,3.2,568.2,0.63,4.88,1.5,0.1,7.1,24.6,17.9,34.7,1.37,15.6,10.5,0,408,98.0,2.06,4.9,0.095
16.209427,122.159693,328,1.64,24.2,35.0,Robusta Canephora,1642,Rainfed,38.1,191.6,7.7,13,476,8,23.7,32.6,27.7,36.1,62.7,456.9,4.4,532.4,1.39,5.14,2.37,0.121,4.7,71.7,16.2,23.6,1.13,16.3,10.3,2,378,98.0,1.92,5.33,0.124
16.273853,121.909644,615,2.01,5.9,35.6,Robusta S795,2482,Rainfed,60.3,175.5,8.1,17,574,8,22.0,31.0,26.4,302.0,70.2,431.0,4.0,491.49,1.03,4.9,2.88,0.147,2.0,111.6,19.2,20.8,1.25,19.0,10.7,0,344,98.0,2.47,8.7,0.03
14.74757,121.989814,521,1.27,21.2,28.0,Robusta S795,2265,Drip,58.2,159.0,6.9,14,484,7,25.8,34.5,30.1,53.7,52.3,560.4,4.8,602.95,2.04,5.41,3.03,0.15,3.7,73.5,16.7,25.7,1.25,13.0,9.9,0,280,98.0,1.83,7.53,0.226
16.221776,120.925428,442,1.94,21.2,28.9,Robusta S795,1786,Drip,49.7,155.8,6.7,13,447,6,17.8,25.2,22.0,118.3,80.0,481.2,2.5,360.0,0.53,4.98,2.42,0.117,7.9,144.7,21.2,26.5,1.16,16.0,11.7,0,346,98.0,1.82,5.59,0.257
16.31362,122.37667,581,2.81,13.5,39.9,Robusta S795,2054,Drip,77.0,191.4,10.4,25,789,6,20.3,28.5,24.9,489.6,78.1,334.5,2.4,446.82,0.69,5.39,2.57,0.127,9.2,34.7,20.4,27.4,1.12,13.7,11.7,0,376,98.0,2.11,14.89,0.105
15.403572,121.082135,550,1.04,9.5,42.2,Robusta S795,2450,Rainfed,27.9,152.7,6.2,9,344,3,17.1,26.0,22.0,187.7,63.1,452.8,1.2,360.0,0.98,5.48,2.61,0.123,7.8,99.0,19.2,23.7,0.96,15.9,10.8,0,350,98.0,1.87,0.99,0.25
15.847182,121.201232,251,1.33,8.2,32.2,Robusta Liberica,2282,Rainfed,13.2,110.5,4.0,4,177,7,23.2,30.2,26.6,17.5,58.0,531.2,1.7,499.08,1.47,5.09,2.57,0.141,7.6,105.3,18.2,28.0,1.29,13.7,11.4,0,282,98.0,1.86,0.0,0.127
14.513505,121.348208,692,0.87,13.0,22.0,Robusta Canephora,2403,Rainfed,33.6,174.5,7.1,11,421,8,25.6,35.2,30.2,14.6,52.8,512.0,4.4,605.66,2.03,5.05,2.04,0.128,2.0,27.2,14.6,25.3,0.9,16.0,11.5,0,338,98.0,2.05,2.15,0.27
15.733425,121.284795,436,2.92,22.8,46.2,Robusta S795,1949,Rainfed,79.4,148.5,8.1,20,621,0,23.0,31.3,26.3,13.6,63.9,447.0,1.4,489.65,1.24,5.4,1.5,0.1,5.8,99.9,16.3,29.5,1.15,15.2,12.6,0,366,98.0,2.23,12.42,0.146
16.333306,121.380674,650,1.89,12.1,43.8,Robusta Liberica,1629,Rainfed,27.4,127.9,5.4,7,299,8,26.0,33.2,29.2,49.4,81.9,543.5,7.6,574.79,0.73,5.33,4.57,0.212,2.0,79.7,27.5,21.9,1.2,16.2,11.4,0,317,98.0,1.84,0.68,0.186
15.840829,122.318297,770,1.47,5.5,32.0,Robusta Canephora,1774,Rainfed,52.3,187.5,8.0,16,543,7,21.6,29.2,25.2,527.8,84.0,502.3,4.1,456.33,0.51,5.52,2.3,0.106,4.8,70.2,19.0,29.4,0.95,16.5,11.6,1,341,98.0,1.84,7.8,0.09
14.877207,121.520355,445,2.65,17.3,38.2,Robusta S795,2474,Rainfed,73.9,181.3,9.7,23,723,7,19.3,27.3,24.2,23.7,63.8,441.6,2.8,425.54,1.09,5.42,4.04,0.198,3.5,28.5,21.6,24.8,1.25,18.9,10.4,1,363,98.0,1.52,13.3,0.241
16.343504,121.115801,489,0.89,6.3,39.0,Robusta Canephora,2399,Rainfed,54.8,215.6,9.6,19,661,5,22.9,29.9,26.9,39.5,63.6,541.2,3.1,505.61,1.29,4.92,3.91,0.199,6.9,97.1,20.6,26.5,1.18,14.7,11.4,0,302,98.0,1.86,10.03,0.091
16.35513,120.87806,716,2.09,7.4,30.3,Robusta S795,2059,Rainfed,75.8,173.3,9.1,22,691,3,21.7,30.2,26.6,43.3,60.2,601.7,1.7,498.95,1.39,4.55,1.5,0.1,10.4,65.9,15.0,23.9,1.38,15.0,11.3,3,335,98.0,1.93,12.64,0.102
15.965198,122.120876,432,0.73,21.3,29.4,Robusta S795,2256,Rainfed,65.6,218.9,10.4,23,753,1,21.3,29.7,25.6,117.5,86.7,635.0,2.1,468.83,0.44,5.33,2.12,0.104,2.0,66.9,15.9,28.0,0.93,18.7,11.8,0,329,98.0,1.68,13.61,0.077
14.502767,122.001424,289,2.23,15.3,27.6,Robusta Liberica,1785,Drip,38.8,196.9,8.2,14,509,2,21.1,29.0,25.0,164.0,81.1,370.0,1.0,450.04,0.6,4.82,3.13,0.153,9.1,64.5,23.4,18.7,1.19,14.4,10.8,0,306,98.0,2.1,5.98,0.1
14.780519,121.964573,616,0.68,7.9,42.9,Robusta S795,1539,Rainfed,49.6,208.2,8.8,17,590,6,24.8,33.7,29.0,205.0,65.5,388.3,2.9,568.64,1.38,4.96,3.3,0.184,4.4,51.1,26.3,20.9,1.08,15.3,12.7,0,355,98.0,1.9,7.41,0.1
16.40584,120.503481,402,1.26,14.3,30.7,Robusta Canephora,2264,Drip,36.5,177.5,7.4,12,450,7,21.7,28.6,25.4,230.2,66.6,534.5,2.8,462.74,1.08,4.91,1.5,0.1,2.0,74.2,15.4,24.6,1.15,14.9,11.2,0,359,98.0,1.61,3.83,0.08
16.395879,122.439744,539,1.7,10.3,20.5,Robusta Liberica,2124,Drip,15.4,162.0,5.9,6,275,6,22.8,31.3,26.6,63.5,61.7,636.1,1.2,498.16,1.33,4.91,3.93,0.195,2.7,88.7,23.7,17.8,1.22,16.9,11.1,0,389,98.0,1.71,0.0,0.081
14.563298,120.627149,618,0.56,5.9,36.7,Robusta S795,1828,Rainfed,48.2,221.2,9.5,18,627,3,20.6,28.9,25.3,523.7,78.4,456.0,7.8,458.65,0.7,4.9,2.63,0.123,8.8,24.2,18.5,27.3,0.95,17.1,11.3,1,350,98.0,1.47,7.87,0.085
15.030771,120.821981,392,0.63,20.2,27.2,Robusta Canephora,2278,Rainfed,67.5,149.7,7.7,17,568,7,21.3,30.2,26.1,177.8,71.0,513.8,1.0,482.75,0.98,5.42,1.74,0.1,5.9,22.9,14.6,29.5,1.14,16.7,10.8,0,295,98.0,2.25,9.88,0.045
14.701726,121.349118,604,1.66,16.4,32.0,Robusta Canephora,2243,Sprinkler,38.2,179.4,7.4,12,453,7,26.4,33.9,30.4,451.6,78.8,337.3,4.5,612.79,0.92,5.78,1.5,0.1,7.0,69.9,13.6,19.6,0.9,16.2,10.3,0,373,98.0,2.26,4.29,0.17
16.328835,121.496908,448,1.86,17.2,37.5,Robusta S795,2481,Sprinkler,50.5,178.1,7.6,15,504,1,19.4,26.0,22.6,195.4,75.2,508.1,0.7,378.91,0.68,5.37,1.5,0.1,4.3,132.1,11.6,24.3,1.22,14.7,10.2,0,327,98.0,1.98,6.7,0.22
16.194468,122.22009,704,2.78,8.2,29.9,Robusta Liberica,1916,Drip,18.9,129.5,5.0,6,251,7,24.5,31.7,28.0,226.7,79.8,414.7,1.4,541.28,0.77,5.02,1.5,0.1,2.8,78.0,17.3,25.1,1.11,16.2,12.1,0,308,97.4,1.96,0.0,0.05
16.115909,121.949141,401,0.57,16.4,37.5,Robusta Liberica,1743,Rainfed,33.6,193.7,7.9,12,464,7,18.7,26.2,22.5,202.6,70.7,591.6,0.7,375.08,0.8,5.92,2.85,0.145,11.6,43.6,17.2,20.9,1.36,17.1,10.8,0,398,98.0,1.78,3.18,0.225
